id,parent,order,level,counter,condition,reward kingdom_point,reward exp,reward gold,reward cash,reward food,reward ladder_point,reward boss_point,reward crusade_point,reward items,google,google progress,gamecenter,option
!win-crusade-20,win-crusade,20,30,7500,win-crusade,200,,,10,,,,,,,,,
!win-crusade-21,win-crusade,21,30,8000,win-crusade,210,,,10,,,,,,,,,
!win-crusade-22,win-crusade,22,30,8500,win-crusade,220,,,10,,,,,,,,,
!win-crusade-23,win-crusade,23,30,9000,win-crusade,230,,,10,,,,,,,,,
!win-crusade-24,win-crusade,24,30,9500,win-crusade,240,,,10,,,,,,,,,
!win-crusade-25,win-crusade,25,30,10000,win-crusade,250,,,10,,,,,,,,,
!clear-crusade-1,clear-crusade,1,30,1,clear-crusade,10,,,10,,,,,,,,,
!clear-crusade-2,clear-crusade,2,30,5,clear-crusade,20,,,10,,,,,,,,,
!clear-crusade-3,clear-crusade,3,30,10,clear-crusade,30,,,10,,,,,,,,,
!clear-crusade-4,clear-crusade,4,30,25,clear-crusade,40,,,10,,,,,,,,,
!clear-crusade-5,clear-crusade,5,30,50,clear-crusade,50,,,10,,,,,,,,,
!clear-crusade-6,clear-crusade,6,30,75,clear-crusade,60,,,10,,,,,,,,,
!clear-crusade-7,clear-crusade,7,30,100,clear-crusade,70,,,10,,,,,,,,,
!clear-crusade-8,clear-crusade,8,30,150,clear-crusade,80,,,10,,,,,,,,,
!clear-crusade-9,clear-crusade,9,30,200,clear-crusade,90,,,10,,,,,,,,,
!clear-crusade-10,clear-crusade,10,30,250,clear-crusade,100,,,10,,,,,,,,,
!clear-crusade-11,clear-crusade,11,30,300,clear-crusade,110,,,10,,,,,,,,,
!clear-crusade-12,clear-crusade,12,30,350,clear-crusade,120,,,10,,,,,,,,,
!clear-crusade-13,clear-crusade,13,30,400,clear-crusade,130,,,10,,,,,,,,,
!clear-crusade-14,clear-crusade,14,30,450,clear-crusade,140,,,10,,,,,,,,,
!clear-crusade-15,clear-crusade,15,30,500,clear-crusade,150,,,10,,,,,,,,,
!win-dungeon-1,win-dungeon,1,50,10,win-dungeon,10,,,10,,,,,,CgkI2ZO3uPMQEAIQBQ,,,
!win-dungeon-2,win-dungeon,2,50,30,win-dungeon,20,,,20,,,,,,,,,
!win-dungeon-3,win-dungeon,3,50,60,win-dungeon,30,,,30,,,,,,,,crusade100,
!win-dungeon-4,win-dungeon,4,50,90,win-dungeon,40,,,40,,,,,,,,,
!win-dungeon-5,win-dungeon,5,50,120,win-dungeon,50,,,50,,,,,,,,,
!win-dungeon-6,win-dungeon,6,50,150,win-dungeon,60,,,60,,,,,,,,,
!win-dungeon-7,win-dungeon,7,50,180,win-dungeon,70,,,70,,,,,,,,,
!win-dungeon-8,win-dungeon,8,50,210,win-dungeon,80,,,80,,,,,,,,,
!win-dungeon-9,win-dungeon,9,50,240,win-dungeon,90,,,90,,,,,,,,,
!win-dungeon-10,win-dungeon,10,50,260,win-dungeon,100,,,100,,,,,,,,,
!win-dungeon-11,win-dungeon,11,50,280,win-dungeon,110,,,110,,,,,,,,,
!win-dungeon-12,win-dungeon,12,50,300,win-dungeon,120,,,120,,,,,,,,,
!win-dungeon-13,win-dungeon,13,50,325,win-dungeon,130,,,130,,,,,,,,,
!win-dungeon-14,win-dungeon,14,50,350,win-dungeon,140,,,140,,,,,,,,,
!win-dungeon-15,win-dungeon,15,50,375,win-dungeon,150,,,150,,,,,,,,,
!win-dungeon-16,win-dungeon,16,50,400,win-dungeon,160,,,160,,,,,,,,,
!win-dungeon-17,win-dungeon,17,50,450,win-dungeon,170,,,170,,,,,,,,,
!win-dungeon-18,win-dungeon,18,50,500,win-dungeon,180,,,180,,,,,,,,,
!win-dungeon-19,win-dungeon,19,50,600,win-dungeon,190,,,190,,,,,,,,,
!win-dungeon-20,win-dungeon,20,50,700,win-dungeon,200,,,200,,,,,,,,,
!win-dungeon-21,win-dungeon,21,50,800,win-dungeon,210,,,210,,,,,,,,,
!win-dungeon-22,win-dungeon,22,50,900,win-dungeon,220,,,220,,,,,,,,,
!win-dungeon-23,win-dungeon,23,50,1000,win-dungeon,230,,,230,,,,,,,,,
!win-dungeon-24,win-dungeon,24,50,1100,win-dungeon,240,,,240,,,,,,,,,
!win-dungeon-25,win-dungeon,25,50,1200,win-dungeon,250,,,250,,,,,,,,,
!clear-dungeon-1,clear-dungeon,1,50,1,clear-dungeon,10,,,50,,,,,,,,,
!clear-dungeon-2,clear-dungeon,2,50,2,clear-dungeon,20,,,50,,,,,,,,,
!clear-dungeon-3,clear-dungeon,3,50,4,clear-dungeon,30,,,100,,,,,,,,,
!clear-dungeon-4,clear-dungeon,4,50,6,clear-dungeon,40,,,100,,,,,,,,,
!clear-dungeon-5,clear-dungeon,5,50,8,clear-dungeon,50,,,150,,,,,,,,,
!clear-dungeon-6,clear-dungeon,6,50,10,clear-dungeon,60,,,150,,,,,,,,,
!clear-dungeon-7,clear-dungeon,7,50,12,clear-dungeon,70,,,200,,,,,,,,,
!clear-dungeon-8,clear-dungeon,8,50,14,clear-dungeon,80,,,200,,,,,,,,,
!clear-dungeon-9,clear-dungeon,9,50,16,clear-dungeon,90,,,250,,,,,,,,,
!clear-dungeon-10,clear-dungeon,10,50,18,clear-dungeon,100,,,250,,,,,,,,,
!clear-dungeon-11,clear-dungeon,11,50,20,clear-dungeon,110,,,300,,,,,,,,,
!clear-dungeon-12,clear-dungeon,12,50,22,clear-dungeon,120,,,300,,,,,,,,,
!clear-dungeon-13,clear-dungeon,13,50,24,clear-dungeon,130,,,300,,,,,,,,,
!clear-dungeon-14,clear-dungeon,14,50,26,clear-dungeon,140,,,300,,,,,,,,,
!clear-dungeon-15,clear-dungeon,15,50,28,clear-dungeon,150,,,300,,,,,,,,,
!win-alliance-1,win-alliance,1,25,1,win-alliance,10,,,10,,,,,,,,,
!win-alliance-2,win-alliance,2,25,5,win-alliance,20,,,10,,,,,,,,,
!win-alliance-3,win-alliance,3,25,10,win-alliance,30,,,10,,,,,,,,,
!win-alliance-4,win-alliance,4,25,25,win-alliance,40,,,10,,,,,,,,,
!win-alliance-5,win-alliance,5,25,50,win-alliance,50,,,10,,,,,,,,,
!win-alliance-6,win-alliance,6,25,75,win-alliance,60,,,10,,,,,,,,,
!win-alliance-7,win-alliance,7,25,100,win-alliance,70,,,10,,,,,,,,,
!win-alliance-8,win-alliance,8,25,150,win-alliance,80,,,10,,,,,,,,,
!win-alliance-9,win-alliance,9,25,200,win-alliance,90,,,10,,,,,,,,,
!win-alliance-10,win-alliance,10,25,250,win-alliance,100,,,10,,,,,,,,,
!win-alliance-11,win-alliance,11,25,300,win-alliance,110,,,10,,,,,,,,,
!win-alliance-12,win-alliance,12,25,350,win-alliance,120,,,10,,,,,,,,,
!win-alliance-13,win-alliance,13,25,400,win-alliance,130,,,10,,,,,,,,,
!win-alliance-14,win-alliance,14,25,450,win-alliance,140,,,10,,,,,,,,,
!win-alliance-15,win-alliance,15,25,500,win-alliance,150,,,10,,,,,,,,,
!win-guild-battle-1,win-guild-battle,1,20,1,win-guild-battle,10,,,30,,,,,,,,,
!win-guild-battle-2,win-guild-battle,2,20,5,win-guild-battle,20,,,30,,,,,,,,,
!win-guild-battle-3,win-guild-battle,3,20,10,win-guild-battle,30,,,30,,,,,,,,,
!win-guild-battle-4,win-guild-battle,4,20,15,win-guild-battle,40,,,30,,,,,,,,,
!win-guild-battle-5,win-guild-battle,5,20,20,win-guild-battle,50,,,30,,,,,,,,,
!win-guild-battle-6,win-guild-battle,6,20,25,win-guild-battle,60,,,30,,,,,,,,,
!win-guild-battle-7,win-guild-battle,7,20,30,win-guild-battle,70,,,30,,,,,,,,,
!win-guild-battle-8,win-guild-battle,8,20,40,win-guild-battle,80,,,30,,,,,,,,,
!win-guild-battle-9,win-guild-battle,9,20,50,win-guild-battle,90,,,30,,,,,,,,,
!win-guild-battle-10,win-guild-battle,10,20,75,win-guild-battle,100,,,30,,,,,,,,,
!win-guild-battle-11,win-guild-battle,11,20,100,win-guild-battle,110,,,30,,,,,,,,,
!win-guild-battle-12,win-guild-battle,12,20,125,win-guild-battle,120,,,30,,,,,,,,,
!win-guild-battle-13,win-guild-battle,13,20,150,win-guild-battle,130,,,30,,,,,,,,,
!win-guild-battle-14,win-guild-battle,14,20,175,win-guild-battle,140,,,30,,,,,,,,,
!win-guild-battle-15,win-guild-battle,15,20,200,win-guild-battle,150,,,30,,,,,,,,,
!upgrade-headquarter-1,upgrade-headquarter,1,10,2,upgrade-headquarter,10,,,10,,,,,,,,,
!upgrade-headquarter-2,upgrade-headquarter,2,20,3,upgrade-headquarter,20,,,10,,,,,,,,,
!upgrade-headquarter-3,upgrade-headquarter,3,30,4,upgrade-headquarter,30,,,10,,,,,,,,,
!upgrade-headquarter-4,upgrade-headquarter,4,40,5,upgrade-headquarter,40,,,10,,,,,,,,,
!upgrade-headquarter-5,upgrade-headquarter,5,50,6,upgrade-headquarter,50,,,10,,,,,,CgkI2ZO3uPMQEAIQAw,,hq6,
!upgrade-headquarter-6,upgrade-headquarter,6,60,7,upgrade-headquarter,60,,,10,,,,,,,,,
!upgrade-headquarter-7,upgrade-headquarter,7,70,8,upgrade-headquarter,70,,,10,,,,,,,,,
!upgrade-headquarter-8,upgrade-headquarter,8,80,9,upgrade-headquarter,80,,,10,,,,,,,,,
!upgrade-headquarter-9,upgrade-headquarter,9,90,10,upgrade-headquarter,90,,,30,,,,,,,,,
!construct-farm-1,construct-farm,1,1,2,construct-farm,10,,,10,,,,,,,0.2,,
!construct-farm-2,construct-farm,2,2,3,construct-farm,20,,,10,,,,,,,0.4,,
!construct-farm-3,construct-farm,3,2,4,construct-farm,30,,,10,,,,,,,0.6,,
!construct-farm-4,construct-farm,4,2,5,construct-farm,40,,,10,,,,,,,0.8,,
!construct-farm-5,construct-farm,5,2,6,construct-farm,50,,,10,,,,,,,1,farm6,
!upgrade-farm-1,upgrade-farm,1,10,2,upgrade-farm,10,,,10,,,,,,,,,
!upgrade-farm-2,upgrade-farm,2,20,3,upgrade-farm,20,,,10,,,,,,,,,
!upgrade-farm-3,upgrade-farm,3,30,4,upgrade-farm,30,,,10,,,,,,,,,
!upgrade-farm-4,upgrade-farm,4,40,5,upgrade-farm,40,,,10,,,,,,,,,
!upgrade-farm-5,upgrade-farm,5,50,6,upgrade-farm,50,,,10,,,,,,,,,
!upgrade-farm-6,upgrade-farm,6,60,7,upgrade-farm,60,,,10,,,,,,,,,
!upgrade-farm-7,upgrade-farm,7,70,8,upgrade-farm,70,,,10,,,,,,,,,
!upgrade-farm-8,upgrade-farm,8,80,9,upgrade-farm,80,,,10,,,,,,,,,
!upgrade-farm-9,upgrade-farm,9,90,10,upgrade-farm,90,,,30,,,,,,,,,
!construct-granary-1,construct-granary,1,2,1,construct-granary,10,,,10,,,,,,,,,
!construct-granary-2,construct-granary,2,2,2,construct-granary,20,,,10,,,,,,,,,
!construct-granary-3,construct-granary,3,2,3,construct-granary,30,,,10,,,,,,,,,
!construct-granary-4,construct-granary,4,2,4,construct-granary,40,,,10,,,,,,,,,
!construct-granary-5,construct-granary,5,2,5,construct-granary,50,,,10,,,,,,,,,
!construct-granary-6,construct-granary,6,2,6,construct-granary,60,,,30,,,,,,,,,
!upgrade-granary-1,upgrade-granary,1,10,2,upgrade-granary,10,,,10,,,,,,,,,
!upgrade-granary-2,upgrade-granary,2,20,3,upgrade-granary,20,,,10,,,,,,,,,
!upgrade-granary-3,upgrade-granary,3,30,4,upgrade-granary,30,,,10,,,,,,,,,
!upgrade-granary-4,upgrade-granary,4,40,5,upgrade-granary,40,,,10,,,,,,,,,
!upgrade-granary-5,upgrade-granary,5,50,6,upgrade-granary,50,,,10,,,,,,,,,
!upgrade-granary-6,upgrade-granary,6,60,7,upgrade-granary,60,,,10,,,,,,,,,
!upgrade-granary-7,upgrade-granary,7,70,8,upgrade-granary,70,,,10,,,,,,,,,
!upgrade-granary-8,upgrade-granary,8,80,9,upgrade-granary,80,,,10,,,,,,,,,
!upgrade-granary-9,upgrade-granary,9,90,10,upgrade-granary,90,,,30,,,,,,,,,
!construct-mine-1,construct-mine,1,5,2,construct-mine,10,,,10,,,,,,,,,
!construct-mine-2,construct-mine,2,5,3,construct-mine,20,,,10,,,,,,,,,
!construct-mine-3,construct-mine,3,5,4,construct-mine,30,,,10,,,,,,,,,
!construct-mine-4,construct-mine,4,5,5,construct-mine,40,,,10,,,,,,,,,
!construct-mine-5,construct-mine,5,5,6,construct-mine,50,,,10,,,,,,,,,
!construct-mine-6,construct-mine,6,5,7,construct-mine,60,,,10,,,,,,,,,
!construct-mine-7,construct-mine,7,5,8,construct-mine,70,,,10,,,,,,,,,
!construct-mine-8,construct-mine,8,5,9,construct-mine,80,,,30,,,,,,,,,
!upgrade-mine-1,upgrade-mine,1,10,2,upgrade-mine,10,,,10,,,,,,,,,
!upgrade-mine-2,upgrade-mine,2,20,3,upgrade-mine,20,,,10,,,,,,,,,
!upgrade-mine-3,upgrade-mine,3,30,4,upgrade-mine,30,,,10,,,,,,,,,
!upgrade-mine-4,upgrade-mine,4,40,5,upgrade-mine,40,,,10,,,,,,,,,
!upgrade-mine-5,upgrade-mine,5,50,6,upgrade-mine,50,,,10,,,,,,,,,
!upgrade-mine-6,upgrade-mine,6,60,7,upgrade-mine,60,,,10,,,,,,,,,
!upgrade-mine-7,upgrade-mine,7,70,8,upgrade-mine,70,,,10,,,,,,,,,
!upgrade-mine-8,upgrade-mine,8,80,9,upgrade-mine,80,,,10,,,,,,,,,
!upgrade-mine-9,upgrade-mine,9,90,10,upgrade-mine,90,,,30,,,,,,,,,
!construct-warehouse-1,construct-warehouse,1,2,1,construct-warehouse,10,,,10,,,,,,,,,
!construct-warehouse-2,construct-warehouse,2,2,2,construct-warehouse,20,,,10,,,,,,,,,
!construct-warehouse-3,construct-warehouse,3,2,3,construct-warehouse,30,,,10,,,,,,,,,
!construct-warehouse-4,construct-warehouse,4,2,4,construct-warehouse,40,,,10,,,,,,,,,
!construct-warehouse-5,construct-warehouse,5,2,5,construct-warehouse,50,,,10,,,,,,,,,
!construct-warehouse-6,construct-warehouse,6,2,6,construct-warehouse,60,,,10,,,,,,,,,
!construct-warehouse-7,construct-warehouse,7,2,7,construct-warehouse,70,,,10,,,,,,,,,
!construct-warehouse-8,construct-warehouse,8,2,8,construct-warehouse,80,,,10,,,,,,,,,
!construct-warehouse-9,construct-warehouse,9,2,9,construct-warehouse,90,,,10,,,,,,,,,
!construct-warehouse-10,construct-warehouse,10,2,10,construct-warehouse,100,,,10,,,,,,,,,
!construct-warehouse-11,construct-warehouse,11,2,11,construct-warehouse,110,,,10,,,,,,,,,
!construct-warehouse-12,construct-warehouse,12,2,12,construct-warehouse,120,,,30,,,,,,,,,
!upgrade-warehouse-1,upgrade-warehouse,1,10,2,upgrade-warehouse,10,,,10,,,,,,,,,
!upgrade-warehouse-2,upgrade-warehouse,2,20,3,upgrade-warehouse,20,,,10,,,,,,,,,
!upgrade-warehouse-3,upgrade-warehouse,3,30,4,upgrade-warehouse,30,,,10,,,,,,,,,
!upgrade-warehouse-4,upgrade-warehouse,4,40,5,upgrade-warehouse,40,,,10,,,,,,,,,
!upgrade-warehouse-5,upgrade-warehouse,5,50,6,upgrade-warehouse,50,,,10,,,,,,,,,
!upgrade-warehouse-6,upgrade-warehouse,6,60,7,upgrade-warehouse,60,,,10,,,,,,,,,
!upgrade-warehouse-7,upgrade-warehouse,7,70,8,upgrade-warehouse,70,,,10,,,,,,,,,
!upgrade-warehouse-8,upgrade-warehouse,8,80,9,upgrade-warehouse,80,,,10,,,,,,,,,
!upgrade-warehouse-9,upgrade-warehouse,9,90,10,upgrade-warehouse,90,,,30,,,,,,,,,
!construct-spa-1,construct-spa,1,20,1,construct-spa,10,,,10,,,,,,,,,
!construct-rampart-1,construct-rampart,1,5,3,construct-rampart,10,,,10,,,,,,,,,
!construct-rampart-2,construct-rampart,2,5,10,construct-rampart,20,,,10,,,,,,,,,
!construct-rampart-3,construct-rampart,3,5,30,construct-rampart,30,,,10,,,,,,,,,
!construct-rampart-4,construct-rampart,4,5,50,construct-rampart,40,,,10,,,,,,,,,
!construct-school-1,construct-school,1,2,1,construct-school,10,,,10,,,,,,,,,
!construct-hero-ground-1,construct-hero-ground,1,2,6,construct-hero-ground,10,,,10,,,,,,,,,
!construct-hero-ground-2,construct-hero-ground,2,2,12,construct-hero-ground,20,,,10,,,,,,,,,
!construct-hero-ground-3,construct-hero-ground,3,2,18,construct-hero-ground,30,,,10,,,,,,,,,
!construct-hero-ground-4,construct-hero-ground,4,2,21,construct-hero-ground,40,,,10,,,,,,,,,
!construct-guest-house-1,construct-guest-house,1,10,1,construct-guest-house,10,,,10,,,,,,,,,
!construct-basecamp-shop-1,construct-basecamp-shop,1,10,1,construct-basecamp-shop,10,,,10,,,,,,,,,
!construct-alchemy-1,construct-alchemy,1,10,1,construct-alchemy,10,,,10,,,,,,,,,
!construct-forge-1,construct-forge,1,20,1,construct-forge,10,,,10,,,,,,,,,
!construct-guildcastle-1,construct-guildcastle,1,20,1,construct-guildcastle,10,,,10,,,,,,,,,
!construct-granary-cash-1,construct-granary-cash,1,30,1,construct-granary-cash,10,,,10,,,,,,,,,
!construct-granary-cash-2,construct-granary-cash,2,30,2,construct-granary-cash,20,,,20,,,,,,,,,
!upgrade-granary-cash-1,upgrade-granary-cash,1,40,2,upgrade-granary-cash,10,,,10,,,,,,,,,
!upgrade-granary-cash-2,upgrade-granary-cash,2,50,3,upgrade-granary-cash,20,,,20,,,,,,,,,
!upgrade-granary-cash-3,upgrade-granary-cash,3,60,4,upgrade-granary-cash,30,,,30,,,,,,,,,
!upgrade-granary-cash-4,upgrade-granary-cash,4,70,5,upgrade-granary-cash,40,,,50,,,,,,,,,
!construct-warehouse-cash-1,construct-warehouse-cash,1,30,1,construct-warehouse-cash,10,,,10,,,,,,,,,
!construct-warehouse-cash-2,construct-warehouse-cash,2,30,2,construct-warehouse-cash,20,,,20,,,,,,,,,
!upgrade-warehouse-cash-1,upgrade-warehouse-cash,1,40,2,upgrade-warehouse-cash,10,,,10,,,,,,,,,
!upgrade-warehouse-cash-2,upgrade-warehouse-cash,2,50,3,upgrade-warehouse-cash,20,,,20,,,,,,,,,
!upgrade-warehouse-cash-3,upgrade-warehouse-cash,3,60,4,upgrade-warehouse-cash,30,,,30,,,,,,,,,
!upgrade-warehouse-cash-4,upgrade-warehouse-cash,4,70,5,upgrade-warehouse-cash,40,,,50,,,,,,,,,
!construct-trainingyard-1,construct-trainingyard,1,20,1,construct-trainingyard,10,,,10,,,,,,,,,
!upgrade-trainingyard-1,upgrade-trainingyard,1,20,2,upgrade-trainingyard,10,,,10,,,,,,,,,
!upgrade-trainingyard-2,upgrade-trainingyard,2,20,3,upgrade-trainingyard,20,,,20,,,,,,,,,
!upgrade-trainingyard-3,upgrade-trainingyard,3,20,4,upgrade-trainingyard,30,,,30,,,,,,,,,
!upgrade-item-1,upgrade-item,1,2,10,upgrade-item,10,,,10,,,,,,,,,
!upgrade-item-2,upgrade-item,2,2,25,upgrade-item,20,,,10,,,,,,,,,
!upgrade-item-3,upgrade-item,3,2,50,upgrade-item,30,,,10,,,,,,,,,
!upgrade-item-4,upgrade-item,4,2,100,upgrade-item,40,,,10,,,,,,,,,
!upgrade-item-5,upgrade-item,5,2,200,upgrade-item,50,,,10,,,,,,,,,
!upgrade-item-6,upgrade-item,6,2,300,upgrade-item,60,,,10,,,,,,,,,
!upgrade-item-7,upgrade-item,7,2,400,upgrade-item,70,,,10,,,,,,,,,
!upgrade-item-8,upgrade-item,8,2,500,upgrade-item,80,,,10,,,,,,,,,
!upgrade-item-9,upgrade-item,9,2,600,upgrade-item,90,,,10,,,,,,,,,
!upgrade-item-10,upgrade-item,10,2,700,upgrade-item,100,,,10,,,,,,,,,
!upgrade-item-11,upgrade-item,11,2,800,upgrade-item,110,,,10,,,,,,,,,
!upgrade-item-12,upgrade-item,12,2,900,upgrade-item,120,,,10,,,,,,,,,
!upgrade-item-13,upgrade-item,13,2,1000,upgrade-item,130,,,10,,,,,,,,,
!upgrade-item-14,upgrade-item,14,2,1100,upgrade-item,140,,,10,,,,,,,,,
!upgrade-item-15,upgrade-item,15,2,1200,upgrade-item,150,,,10,,,,,,,,,
!upgrade-item-16,upgrade-item,16,2,1300,upgrade-item,160,,,10,,,,,,,,,
!upgrade-item-17,upgrade-item,17,2,1400,upgrade-item,170,,,10,,,,,,,,,
!upgrade-item-18,upgrade-item,18,2,1500,upgrade-item,180,,,10,,,,,,,,,
!upgrade-item-19,upgrade-item,19,2,1600,upgrade-item,190,,,10,,,,,,,,,
!upgrade-item-20,upgrade-item,20,2,1700,upgrade-item,200,,,10,,,,,,,,,
!upgrade-item-21,upgrade-item,21,2,1800,upgrade-item,210,,,10,,,,,,,,,
!upgrade-item-22,upgrade-item,22,2,1900,upgrade-item,220,,,10,,,,,,,,,
!upgrade-item-23,upgrade-item,23,2,2000,upgrade-item,230,,,10,,,,,,,,,
!upgrade-item-24,upgrade-item,24,2,2200,upgrade-item,240,,,10,,,,,,,,,
!upgrade-item-25,upgrade-item,25,2,2400,upgrade-item,250,,,10,,,,,,,,,
!upgrade-item-26,upgrade-item,26,2,2600,upgrade-item,260,,,20,,,,,,,,,
!upgrade-item-27,upgrade-item,27,2,2800,upgrade-item,270,,,20,,,,,,,,,
!upgrade-item-28,upgrade-item,28,2,3000,upgrade-item,280,,,20,,,,,,,,,
!upgrade-item-29,upgrade-item,29,2,3200,upgrade-item,290,,,20,,,,,,,,,
!upgrade-item-30,upgrade-item,30,2,3400,upgrade-item,300,,,20,,,,,,,,,
!upgrade-item-31,upgrade-item,31,2,3600,upgrade-item,310,,,20,,,,,,,,,
!upgrade-item-32,upgrade-item,32,2,3800,upgrade-item,320,,,20,,,,,,,,,
!upgrade-item-33,upgrade-item,33,2,4000,upgrade-item,330,,,20,,,,,,,,,
!upgrade-item-34,upgrade-item,34,2,4200,upgrade-item,340,,,20,,,,,,,,,
!upgrade-item-35,upgrade-item,35,2,4400,upgrade-item,350,,,20,,,,,,,,,
!upgrade-item-36,upgrade-item,36,2,4600,upgrade-item,360,,,20,,,,,,,,,
!upgrade-item-37,upgrade-item,37,2,4800,upgrade-item,370,,,20,,,,,,,,,
!upgrade-item-38,upgrade-item,38,2,5000,upgrade-item,380,,,20,,,,,,,,,
!upgrade-skill-1,upgrade-skill,1,2,10,upgrade-skill,10,,,10,,,,,,,,,
!upgrade-skill-2,upgrade-skill,2,2,50,upgrade-skill,20,,,10,,,,,,,,,
!upgrade-skill-3,upgrade-skill,3,2,100,upgrade-skill,30,,,10,,,,,,,,,
!upgrade-skill-4,upgrade-skill,4,2,250,upgrade-skill,40,,,10,,,,,,,,,
!upgrade-skill-5,upgrade-skill,5,2,500,upgrade-skill,50,,,10,,,,,,,,,
!upgrade-skill-6,upgrade-skill,6,2,750,upgrade-skill,60,,,10,,,,,,,,,
!upgrade-skill-7,upgrade-skill,7,2,1000,upgrade-skill,70,,,10,,,,,,,,,
!upgrade-skill-8,upgrade-skill,8,2,1500,upgrade-skill,80,,,10,,,,,,,,,
!upgrade-skill-9,upgrade-skill,9,2,2000,upgrade-skill,90,,,10,,,,,,,,,
!upgrade-skill-10,upgrade-skill,10,2,2500,upgrade-skill,100,,,10,,,,,,,,,
!upgrade-skill-11,upgrade-skill,11,2,3000,upgrade-skill,110,,,10,,,,,,,,,
!upgrade-skill-12,upgrade-skill,12,2,3500,upgrade-skill,120,,,10,,,,,,,,,
!upgrade-skill-13,upgrade-skill,13,2,4000,upgrade-skill,130,,,10,,,,,,,,,
!upgrade-skill-14,upgrade-skill,14,2,4500,upgrade-skill,140,,,10,,,,,,,,,
!upgrade-skill-15,upgrade-skill,15,2,5000,upgrade-skill,150,,,10,,,,,,,,,
!upgrade-skill-16,upgrade-skill,16,2,5500,upgrade-skill,160,,,10,,,,,,,,,
!upgrade-skill-17,upgrade-skill,17,2,6000,upgrade-skill,170,,,10,,,,,,,,,
!upgrade-skill-18,upgrade-skill,18,2,6500,upgrade-skill,180,,,10,,,,,,,,,
!upgrade-skill-19,upgrade-skill,19,2,7000,upgrade-skill,190,,,10,,,,,,,,,
!upgrade-skill-20,upgrade-skill,20,2,7500,upgrade-skill,200,,,10,,,,,,,,,
!upgrade-skill-21,upgrade-skill,21,2,8000,upgrade-skill,210,,,10,,,,,,,,,
!upgrade-skill-22,upgrade-skill,22,2,8500,upgrade-skill,220,,,10,,,,,,,,,
!upgrade-skill-23,upgrade-skill,23,2,9000,upgrade-skill,230,,,10,,,,,,,,,
!upgrade-skill-24,upgrade-skill,24,2,9500,upgrade-skill,240,,,10,,,,,,,,,
!upgrade-skill-25,upgrade-skill,25,2,10000,upgrade-skill,250,,,10,,,,,,,,,
!upgrade-skill-26,upgrade-skill,26,2,11000,upgrade-skill,260,,,20,,,,,,,,,
!upgrade-skill-27,upgrade-skill,27,2,12000,upgrade-skill,270,,,20,,,,,,,,,
!upgrade-skill-28,upgrade-skill,28,2,13000,upgrade-skill,280,,,20,,,,,,,,,
!upgrade-skill-29,upgrade-skill,29,2,14000,upgrade-skill,290,,,20,,,,,,,,,
!upgrade-skill-30,upgrade-skill,30,2,15000,upgrade-skill,300,,,20,,,,,,,,,
!upgrade-skill-31,upgrade-skill,31,2,16000,upgrade-skill,310,,,20,,,,,,,,,
!upgrade-skill-32,upgrade-skill,32,2,17000,upgrade-skill,320,,,20,,,,,,,,,
!upgrade-skill-33,upgrade-skill,33,2,18000,upgrade-skill,330,,,20,,,,,,,,,
!upgrade-skill-34,upgrade-skill,34,2,19000,upgrade-skill,340,,,20,,,,,,,,,
!upgrade-skill-35,upgrade-skill,35,2,20000,upgrade-skill,350,,,20,,,,,,,,,
!create-hero-with-token-1,create-hero-with-token,1,5,1,create-hero-with-token,10,,,10,,,,,,,,,
!create-hero-with-token-2,create-hero-with-token,2,5,5,create-hero-with-token,20,,,10,,,,,,,,,
!create-hero-with-token-3,create-hero-with-token,3,5,10,create-hero-with-token,30,,,10,,,,,,,,,
!create-hero-with-token-4,create-hero-with-token,4,5,20,create-hero-with-token,40,,,10,,,,,,,,,
!create-hero-with-token-5,create-hero-with-token,5,5,30,create-hero-with-token,50,,,10,,,,,,,,,
!create-hero-with-token-6,create-hero-with-token,6,5,40,create-hero-with-token,60,,,10,,,,,,,,,
!create-hero-with-token-7,create-hero-with-token,7,5,50,create-hero-with-token,70,,,10,,,,,,,,,
!create-hero-with-token-8,create-hero-with-token,8,5,60,create-hero-with-token,80,,,10,,,,,,,,,
!create-hero-with-token-9,create-hero-with-token,9,5,80,create-hero-with-token,90,,,10,,,,,,,,,
!create-hero-with-token-10,create-hero-with-token,10,5,100,create-hero-with-token,100,,,10,,,,,,,,,
!create-hero-with-token-11,create-hero-with-token,11,5,125,create-hero-with-token,110,,,15,,,,,,,,,
!create-hero-with-token-12,create-hero-with-token,12,5,150,create-hero-with-token,120,,,15,,,,,,,,,
!create-hero-with-token-13,create-hero-with-token,13,5,175,create-hero-with-token,130,,,15,,,,,,,,,
!create-hero-with-token-14,create-hero-with-token,14,5,200,create-hero-with-token,140,,,15,,,,,,,,,
!create-hero-with-token-15,create-hero-with-token,15,5,225,create-hero-with-token,150,,,15,,,,,,,,,
!create-hero-with-token-16,create-hero-with-token,16,5,250,create-hero-with-token,160,,,15,,,,,,,,,
!create-hero-with-token-17,create-hero-with-token,17,5,275,create-hero-with-token,170,,,15,,,,,,,,,
!create-hero-with-token-18,create-hero-with-token,18,5,300,create-hero-with-token,180,,,15,,,,,,,,,
!levelup-hero-1,levelup-hero,1,4,12,levelup-hero,10,,,10,,,,,,,0.05,,
